user_id,subject,topic_name,rating,timestamp
user_2,ict,Topic 9 AI,3,1755025485
user_2,ict,Topic 4 Databases,1,1755025099
user_2,ict,Topic 3 Networks,3,1755025884
user_2,ict,Topic 8 Programming,3,1755025230
user_2,ict,Topic 2 Software,1,1755025231
user_2,ict,Topic 5 Security,5,1755025954
user_2,ict,Topic 1 Hardware,1,1755025072
user_2,ict,Topic 7 Multimedia,4,1755025820
user_3,biology,Unit 9 Human Transport,2,1755025256
user_3,biology,Unit 3 Respiration,5,1755025878
user_3,biology,Unit 10 Homeostasis,5,1755025418
user_3,biology,Unit 6 Ecology,2,1755025936
user_3,biology,Unit 4 Photosynthesis,5,1755025758
user_3,biology,Unit 5 Genetics,2,1755025715
user_3,chemistry,Unit 7 Equilibria,1,1755025331
user_3,chemistry,Unit 6 Kinetics,1,1755025587
user_3,chemistry,Unit 8 Acids and Bases,5,1755025220
user_3,chemistry,Unit 5 Energetics,5,1755025210
user_3,chemistry,Unit 4 Stoichiometry,1,1755025057
user_3,chemistry,Unit 1 Atomic Structure,1,1755025219
user_3,chemistry,Unit 2 Periodic Table,1,1755025912
user_3,chemistry,Unit 10 Organic Chemistry,1,1755025865
user_3,business,Chapter 2 Marketing,2,1755025725
user_3,business,Chapter 9 Strategic Management,5,1755025575
user_3,business,Chapter 4 Operations,4,1755025233
user_3,business,Chapter 3 Finance,4,1755025811
user_3,business,Chapter 6 Business Growth,4,1755025179
user_3,business,Chapter 8 Ethics,1,1755025084
user_3,business,Chapter 10 Innovation,4,1755025347
user_3,business,Chapter 7 External Environment,4,1755025405
user_3,ict,Topic 1 Hardware,2,1755025534
user_3,ict,Topic 2 Software,4,1755025128
user_3,ict,Topic 10 Emerging Technologies,4,1755025172
user_3,ict,Topic 4 Databases,3,1755025458
user_3,ict,Topic 6 Internet,2,1755025880
user_3,ict,Topic 3 Networks,1,1755025438
user_3,ict,Topic 8 Programming,5,1755025085
user_3,ict,Topic 7 Multimedia,1,1755025652
user_3,ict,Topic 5 Security,5,1755025841
user_4,biology,Unit 2 Enzymes,2,1755025870
user_4,biology,Unit 4 Photosynthesis,4,1755025909
user_4,biology,Unit 3 Respiration,1,1755025153
user_4,biology,Unit 9 Human Transport,4,1755024987
user_4,biology,Unit 7 Immunity,4,1755025256
user_4,biology,Unit 6 Ecology,4,1755025277
user_4,chemistry,Unit 9 Redox,3,1755025043
user_4,chemistry,Unit 8 Acids and Bases,1,1755025583
user_4,chemistry,Unit 3 Bonding,4,1755025499
user_4,chemistry,Unit 2 Periodic Table,5,1755025146
user_4,chemistry,Unit 10 Organic Chemistry,1,1755025968
user_4,chemistry,Unit 7 Equilibria,5,1755025067
user_4,chemistry,Unit 1 Atomic Structure,2,1755025055
user_4,chemistry,Unit 6 Kinetics,5,1755025054
user_4,chemistry,Unit 4 Stoichiometry,2,1755025398
user_4,business,Chapter 10 Innovation,5,1755025563
user_4,business,Chapter 4 Operations,5,1755025308
user_4,business,Chapter 1 Business Activity,3,1755025194
user_4,business,Chapter 5 Human Resources,3,1755025229
user_4,business,Chapter 8 Ethics,3,1755025390
user_4,business,Chapter 9 Strategic Management,2,1755025672
user_4,ict,Topic 8 Programming,5,1755025203
user_4,ict,Topic 6 Internet,5,1755025256
user_4,ict,Topic 2 Software,2,1755025940
user_4,ict,Topic 1 Hardware,3,1755025887
user_4,ict,Topic 4 Databases,1,1755025885
user_4,ict,Topic 5 Security,2,1755025363
user_4,ict,Topic 7 Multimedia,3,1755025146
user_4,ict,Topic 9 AI,4,1755025838
user_5,biology,Unit 5 Genetics,1,1755025745
user_5,biology,Unit 9 Human Transport,5,1755025144
user_5,biology,Unit 1 Cells,3,1755025273
user_5,biology,Unit 6 Ecology,5,1755025200
user_5,biology,Unit 10 Homeostasis,3,1755025193
user_5,biology,Unit 3 Respiration,3,1755025502
user_5,biology,Unit 8 Plant Transport,4,1755025242
user_5,biology,Unit 4 Photosynthesis,1,1755025079
user_5,biology,Unit 2 Enzymes,4,1755025834
user_5,biology,Unit 7 Immunity,3,1755025030
user_5,chemistry,Unit 6 Kinetics,5,1755025707
user_5,chemistry,Unit 3 Bonding,4,1755025559
user_5,chemistry,Unit 5 Energetics,1,1755025099
user_5,chemistry,Unit 2 Periodic Table,1,1755025952
user_5,chemistry,Unit 10 Organic Chemistry,2,1755025543
user_5,chemistry,Unit 4 Stoichiometry,1,1755025839
user_5,business,Chapter 10 Innovation,1,1755025905
user_5,business,Chapter 9 Strategic Management,3,1755025200
user_5,business,Chapter 3 Finance,2,1755025667
user_5,business,Chapter 4 Operations,1,1755025347
user_5,business,Chapter 2 Marketing,5,1755025890
user_5,business,Chapter 1 Business Activity,4,1755025982
user_5,business,Chapter 8 Ethics,5,1755025752
user_5,business,Chapter 6 Business Growth,2,1755025932
user_5,ict,Topic 3 Networks,2,1755025258
user_5,ict,Topic 10 Emerging Technologies,2,1755025791
user_5,ict,Topic 7 Multimedia,1,1755025376
user_5,ict,Topic 1 Hardware,1,1755025864
user_5,ict,Topic 2 Software,4,1755025212
user_5,ict,Topic 9 AI,2,1755025821
user_5,ict,Topic 4 Databases,4,1755025343
user_6,biology,Unit 4 Photosynthesis,1,1755025975
user_6,biology,Unit 10 Homeostasis,3,1755025344
user_6,biology,Unit 1 Cells,5,1755025394
user_6,biology,Unit 6 Ecology,5,1755025324
user_6,biology,Unit 2 Enzymes,1,1755025103
user_6,biology,Unit 9 Human Transport,3,1755025167
user_6,biology,Unit 3 Respiration,5,1755025970
user_6,biology,Unit 7 Immunity,3,1755025024
user_6,chemistry,Unit 10 Organic Chemistry,5,1755025508
user_6,chemistry,Unit 7 Equilibria,1,1755025379
user_6,chemistry,Unit 6 Kinetics,5,1755025179
user_6,chemistry,Unit 8 Acids and Bases,3,1755025030
user_6,chemistry,Unit 3 Bonding,4,1755024986
user_6,chemistry,Unit 4 Stoichiometry,5,1755025932
user_6,business,Chapter 4 Operations,5,1755025301
user_6,business,Chapter 6 Business Growth,4,1755025319
user_6,business,Chapter 7 External Environment,4,1755025698
user_6,business,Chapter 1 Business Activity,3,1755025552
user_6,business,Chapter 9 Strategic Management,2,1755025181
user_6,business,Chapter 3 Finance,4,1755025665
user_6,business,Chapter 5 Human Resources,4,1755025678
user_6,business,Chapter 10 Innovation,2,1755025615
user_6,business,Chapter 8 Ethics,5,1755025293
user_6,business,Chapter 2 Marketing,4,1755025546
user_6,ict,Topic 5 Security,3,1755025461
user_6,ict,Topic 10 Emerging Technologies,4,1755025437
user_6,ict,Topic 4 Databases,2,1755025508
user_6,ict,Topic 8 Programming,4,1755025797
user_6,ict,Topic 9 AI,2,1755025659
user_6,ict,Topic 6 Internet,1,1755025275
user_7,biology,Unit 10 Homeostasis,1,1755025235
user_7,biology,Unit 6 Ecology,4,1755025610
user_7,biology,Unit 2 Enzymes,1,1755025451
user_7,biology,Unit 7 Immunity,4,1755025892
user_7,biology,Unit 8 Plant Transport,5,1755025184
user_7,biology,Unit 3 Respiration,4,1755025491
user_7,biology,Unit 9 Human Transport,4,1755025234
user_7,biology,Unit 1 Cells,2,1755025656
user_7,biology,Unit 5 Genetics,1,1755025899
user_7,biology,Unit 4 Photosynthesis,1,1755025782
user_7,chemistry,Unit 4 Stoichiometry,4,1755025668
user_7,chemistry,Unit 3 Bonding,5,1755025557
user_7,chemistry,Unit 8 Acids and Bases,5,1755025309
user_7,chemistry,Unit 1 Atomic Structure,4,1755025612
user_7,chemistry,Unit 5 Energetics,5,1755025421
user_7,chemistry,Unit 2 Periodic Table,5,1755025441
user_7,chemistry,Unit 7 Equilibria,2,1755025746
user_7,chemistry,Unit 6 Kinetics,4,1755025445
user_7,chemistry,Unit 10 Organic Chemistry,3,1755025754
user_7,business,Chapter 5 Human Resources,1,1755025715
user_7,business,Chapter 9 Strategic Management,3,1755025225
user_7,business,Chapter 8 Ethics,3,1755025328
user_7,business,Chapter 6 Business Growth,3,1755025899
user_7,business,Chapter 2 Marketing,5,1755025067
user_7,business,Chapter 3 Finance,2,1755025139
user_7,business,Chapter 4 Operations,2,1755025377
user_7,ict,Topic 4 Databases,4,1755025048
user_7,ict,Topic 2 Software,2,1755025837
user_7,ict,Topic 7 Multimedia,4,1755025383
user_7,ict,Topic 10 Emerging Technologies,5,1755025953
user_7,ict,Topic 3 Networks,1,1755025862
user_7,ict,Topic 5 Security,5,1755025374
user_7,ict,Topic 8 Programming,4,1755024991
user_8,biology,Unit 5 Genetics,2,1755025264
user_8,biology,Unit 7 Immunity,4,1755025482
user_8,biology,Unit 9 Human Transport,1,1755025383
user_8,biology,Unit 10 Homeostasis,3,1755025669
user_8,biology,Unit 6 Ecology,4,1755025726
user_8,biology,Unit 8 Plant Transport,2,1755025845
user_8,biology,Unit 2 Enzymes,4,1755025926
user_8,biology,Unit 4 Photosynthesis,2,1755025622
user_8,chemistry,Unit 1 Atomic Structure,3,1755025373
user_8,chemistry,Unit 7 Equilibria,3,1755025201
user_8,chemistry,Unit 10 Organic Chemistry,4,1755025319
user_8,chemistry,Unit 8 Acids and Bases,3,1755025764
user_8,chemistry,Unit 6 Kinetics,4,1755025269
user_8,chemistry,Unit 4 Stoichiometry,4,1755025243
user_8,chemistry,Unit 2 Periodic Table,1,1755025466
user_8,chemistry,Unit 5 Energetics,1,1755025752
user_8,chemistry,Unit 9 Redox,5,1755025038
user_8,chemistry,Unit 3 Bonding,3,1755025214
user_8,business,Chapter 1 Business Activity,2,1755025229
user_8,business,Chapter 10 Innovation,2,1755025469
user_8,business,Chapter 4 Operations,1,1755025562
user_8,business,Chapter 2 Marketing,2,1755025461
user_8,business,Chapter 9 Strategic Management,3,1755025770
user_8,business,Chapter 5 Human Resources,3,1755025156
user_8,ict,Topic 10 Emerging Technologies,2,1755025062
user_8,ict,Topic 2 Software,5,1755025692
user_8,ict,Topic 3 Networks,2,1755025089
user_8,ict,Topic 8 Programming,3,1755025855
user_8,ict,Topic 1 Hardware,5,1755025809
user_8,ict,Topic 5 Security,1,1755025800
user_8,ict,Topic 6 Internet,5,1755025786
user_8,ict,Topic 9 AI,1,1755025340
user_8,ict,Topic 7 Multimedia,5,1755025423
user_8,ict,Topic 4 Databases,3,1755025055
user_9,biology,Unit 6 Ecology,4,1755025165
user_9,biology,Unit 1 Cells,5,1755025973
user_9,biology,Unit 7 Immunity,3,1755025615
user_9,biology,Unit 8 Plant Transport,5,1755025778
user_9,biology,Unit 4 Photosynthesis,4,1755025461
user_9,biology,Unit 9 Human Transport,4,1755025830
user_9,biology,Unit 10 Homeostasis,5,1755025259
user_9,biology,Unit 2 Enzymes,3,1755025857
user_9,biology,Unit 3 Respiration,2,1755025835
user_9,biology,Unit 5 Genetics,1,1755025270
user_9,chemistry,Unit 4 Stoichiometry,2,1755025348
user_9,chemistry,Unit 8 Acids and Bases,3,1755025333
user_9,chemistry,Unit 7 Equilibria,3,1755025886
user_9,chemistry,Unit 3 Bonding,5,1755025703
user_9,chemistry,Unit 1 Atomic Structure,3,1755025554
user_9,chemistry,Unit 10 Organic Chemistry,1,1755025514
user_9,chemistry,Unit 9 Redox,2,1755025072
user_9,chemistry,Unit 6 Kinetics,2,1755025722
user_9,chemistry,Unit 2 Periodic Table,4,1755025485
user_9,business,Chapter 4 Operations,3,1755025664
user_9,business,Chapter 8 Ethics,5,1755025362
user_9,business,Chapter 9 Strategic Management,4,1755025551
user_9,business,Chapter 10 Innovation,5,1755025337
user_9,business,Chapter 1 Business Activity,4,1755025748
user_9,business,Chapter 6 Business Growth,5,1755025323
user_9,business,Chapter 3 Finance,3,1755025704
user_9,business,Chapter 5 Human Resources,4,1755025262
user_9,business,Chapter 2 Marketing,3,1755025242
user_9,business,Chapter 7 External Environment,2,1755025108
user_9,ict,Topic 6 Internet,5,1755025985
user_9,ict,Topic 2 Software,5,1755025596
user_9,ict,Topic 3 Networks,3,1755025087
user_9,ict,Topic 9 AI,2,1755025288
user_9,ict,Topic 7 Multimedia,2,1755025354
user_9,ict,Topic 4 Databases,2,1755025294
user_9,ict,Topic 8 Programming,1,1755025710
user_10,biology,Unit 3 Respiration,1,1755025572
user_10,biology,Unit 5 Genetics,3,1755025465
user_10,biology,Unit 1 Cells,4,1755025436
user_10,biology,Unit 8 Plant Transport,3,1755025173
user_10,biology,Unit 9 Human Transport,1,1755025243
user_10,biology,Unit 10 Homeostasis,4,1755025101
user_10,biology,Unit 2 Enzymes,1,1755025395
user_10,biology,Unit 6 Ecology,4,1755025060
user_10,biology,Unit 4 Photosynthesis,5,1755025629
user_10,biology,Unit 7 Immunity,1,1755025140
user_10,chemistry,Unit 10 Organic Chemistry,5,1755025595
user_10,chemistry,Unit 5 Energetics,5,1755025216
user_10,chemistry,Unit 2 Periodic Table,5,1755025374
user_10,chemistry,Unit 8 Acids and Bases,4,1755025915
user_10,chemistry,Unit 1 Atomic Structure,4,1755025289
user_10,chemistry,Unit 9 Redox,5,1755025424
user_10,chemistry,Unit 4 Stoichiometry,3,1755025567
user_10,business,Chapter 1 Business Activity,5,1755025061
user_10,business,Chapter 2 Marketing,2,1755024987
user_10,business,Chapter 4 Operations,4,1755025446
user_10,business,Chapter 6 Business Growth,5,1755025466
user_10,business,Chapter 9 Strategic Management,3,1755025018
user_10,business,Chapter 3 Finance,2,1755025280
user_10,business,Chapter 10 Innovation,3,1755025704
user_10,business,Chapter 8 Ethics,4,1755025057
user_10,business,Chapter 5 Human Resources,2,1755025931
user_10,business,Chapter 7 External Environment,3,1755025791
user_10,ict,Topic 4 Databases,2,1755025796
user_10,ict,Topic 7 Multimedia,3,1755025594
user_10,ict,Topic 2 Software,5,1755025928
user_10,ict,Topic 5 Security,3,1755025434
user_10,ict,Topic 8 Programming,1,1755025464
user_10,ict,Topic 6 Internet,3,1755025701
user_10,ict,Topic 3 Networks,4,1755025950
user_10,ict,Topic 1 Hardware,3,1755025497
user_10,ict,Topic 10 Emerging Technologies,5,1755025490
user_10,ict,Topic 9 AI,4,1755025067
user_11,biology,Unit 1 Cells,5,1755025026
user_11,biology,Unit 7 Immunity,2,1755025466
user_11,biology,Unit 6 Ecology,5,1755025652
user_11,biology,Unit 5 Genetics,4,1755025923
user_11,biology,Unit 3 Respiration,3,1755025170
user_11,biology,Unit 10 Homeostasis,5,1755025431
user_11,biology,Unit 9 Human Transport,4,1755025977
user_11,biology,Unit 4 Photosynthesis,1,1755025466
user_11,biology,Unit 8 Plant Transport,3,1755025403
user_11,biology,Unit 2 Enzymes,3,1755025313
user_11,chemistry,Unit 3 Bonding,4,1755025818
user_11,chemistry,Unit 6 Kinetics,5,1755025022
user_11,chemistry,Unit 7 Equilibria,4,1755025075
user_11,chemistry,Unit 9 Redox,3,1755025243
user_11,chemistry,Unit 4 Stoichiometry,3,1755025103
user_11,chemistry,Unit 10 Organic Chemistry,4,1755025870
user_11,business,Chapter 1 Business Activity,1,1755025193
user_11,business,Chapter 9 Strategic Management,3,1755025547
user_11,business,Chapter 8 Ethics,2,1755025934
user_11,business,Chapter 4 Operations,3,1755025433
user_11,business,Chapter 10 Innovation,4,1755025109
user_11,business,Chapter 2 Marketing,1,1755025981
user_11,business,Chapter 3 Finance,5,1755025803
user_11,business,Chapter 7 External Environment,2,1755025711
user_11,business,Chapter 5 Human Resources,2,1755025303
user_11,business,Chapter 6 Business Growth,5,1755024999
user_11,ict,Topic 7 Multimedia,3,1755025506
user_11,ict,Topic 2 Software,3,1755025410
user_11,ict,Topic 4 Databases,4,1755025468
user_11,ict,Topic 10 Emerging Technologies,2,1755025452
user_11,ict,Topic 1 Hardware,5,1755025133
user_11,ict,Topic 8 Programming,4,1755025180
user_11,ict,Topic 6 Internet,5,1755025505
user_11,ict,Topic 3 Networks,2,1755025869
user_11,ict,Topic 5 Security,1,1755025267
user_11,ict,Topic 9 AI,4,1755025333
user_12,biology,Unit 5 Genetics,3,1755025325
user_12,biology,Unit 1 Cells,5,1755025766
user_12,biology,Unit 10 Homeostasis,5,1755025371
user_12,biology,Unit 6 Ecology,4,1755025940
user_12,biology,Unit 3 Respiration,3,1755025875
user_12,biology,Unit 8 Plant Transport,2,1755025699
user_12,biology,Unit 4 Photosynthesis,2,1755025570
user_12,biology,Unit 9 Human Transport,4,1755025224
user_12,biology,Unit 2 Enzymes,4,1755025029
user_12,biology,Unit 7 Immunity,3,1755025747
user_12,chemistry,Unit 7 Equilibria,1,1755025523
user_12,chemistry,Unit 10 Organic Chemistry,4,1755025000
user_12,chemistry,Unit 3 Bonding,2,1755025404
user_12,chemistry,Unit 4 Stoichiometry,2,1755025061
user_12,chemistry,Unit 1 Atomic Structure,4,1755025785
user_12,chemistry,Unit 2 Periodic Table,3,1755025331
user_12,chemistry,Unit 8 Acids and Bases,5,1755025694
user_12,chemistry,Unit 6 Kinetics,4,1755025650
user_12,chemistry,Unit 5 Energetics,1,1755025857
user_12,business,Chapter 9 Strategic Management,1,1755025225
user_12,business,Chapter 7 External Environment,3,1755025217
user_12,business,Chapter 6 Business Growth,1,1755025429
user_12,business,Chapter 8 Ethics,1,1755025763
user_12,business,Chapter 10 Innovation,1,1755025439
user_12,business,Chapter 4 Operations,2,1755025695
user_12,business,Chapter 1 Business Activity,3,1755025910
user_12,business,Chapter 3 Finance,1,1755025032
user_12,ict,Topic 1 Hardware,4,1755025564
user_12,ict,Topic 5 Security,2,1755025159
user_12,ict,Topic 6 Internet,2,1755025065
user_12,ict,Topic 3 Networks,5,1755025876
user_12,ict,Topic 4 Databases,4,1755025619
user_12,ict,Topic 2 Software,2,1755025494
user_12,ict,Topic 9 AI,5,1755025131
user_12,ict,Topic 7 Multimedia,2,1755025457
user_13,biology,Unit 8 Plant Transport,4,1755025952
user_13,biology,Unit 5 Genetics,3,1755025586
user_13,biology,Unit 1 Cells,3,1755025639
user_13,biology,Unit 7 Immunity,4,1755025691
user_13,biology,Unit 4 Photosynthesis,3,1755025452
user_13,biology,Unit 3 Respiration,3,1755025188
user_13,biology,Unit 2 Enzymes,4,1755025858
user_13,biology,Unit 10 Homeostasis,4,1755025094
user_13,chemistry,Unit 7 Equilibria,3,1755024993
user_13,chemistry,Unit 6 Kinetics,5,1755025870
user_13,chemistry,Unit 5 Energetics,1,1755025917
user_13,chemistry,Unit 9 Redox,5,1755025748
user_13,chemistry,Unit 3 Bonding,4,1755025837
user_13,chemistry,Unit 1 Atomic Structure,3,1755025779
user_13,chemistry,Unit 4 Stoichiometry,2,1755025606
user_13,business,Chapter 4 Operations,1,1755025301
user_13,business,Chapter 10 Innovation,4,1755025019
user_13,business,Chapter 5 Human Resources,5,1755025358
user_13,business,Chapter 6 Business Growth,2,1755025077
user_13,business,Chapter 7 External Environment,3,1755025319
user_13,business,Chapter 2 Marketing,4,1755025164
user_13,business,Chapter 1 Business Activity,2,1755025120
user_13,business,Chapter 3 Finance,5,1755025882
user_13,ict,Topic 9 AI,3,1755025808
user_13,ict,Topic 10 Emerging Technologies,1,1755025464
user_13,ict,Topic 5 Security,1,1755025129
user_13,ict,Topic 7 Multimedia,2,1755025865
user_13,ict,Topic 2 Software,4,1755025975
user_13,ict,Topic 3 Networks,5,1755025359
user_13,ict,Topic 4 Databases,1,1755025794
user_13,ict,Topic 6 Internet,4,1755024999
user_14,biology,Unit 9 Human Transport,3,1755025095
user_14,biology,Unit 2 Enzymes,2,1755025467
user_14,biology,Unit 8 Plant Transport,1,1755025619
user_14,biology,Unit 3 Respiration,5,1755025320
user_14,biology,Unit 6 Ecology,5,1755025211
user_14,biology,Unit 7 Immunity,1,1755025635
user_14,biology,Unit 4 Photosynthesis,4,1755025916
user_14,biology,Unit 5 Genetics,3,1755025649
user_14,chemistry,Unit 2 Periodic Table,5,1755025123
user_14,chemistry,Unit 3 Bonding,4,1755025449
user_14,chemistry,Unit 1 Atomic Structure,3,1755025671
user_14,chemistry,Unit 8 Acids and Bases,5,1755025414
user_14,chemistry,Unit 9 Redox,5,1755025745
user_14,chemistry,Unit 4 Stoichiometry,2,1755025891
user_14,chemistry,Unit 7 Equilibria,4,1755025655
user_14,chemistry,Unit 5 Energetics,1,1755025838
user_14,chemistry,Unit 6 Kinetics,4,1755025615
user_14,business,Chapter 5 Human Resources,3,1755025542
user_14,business,Chapter 1 Business Activity,3,1755025047
user_14,business,Chapter 6 Business Growth,4,1755025267
user_14,business,Chapter 2 Marketing,2,1755025976
user_14,business,Chapter 4 Operations,1,1755025956
user_14,business,Chapter 8 Ethics,4,1755025078
user_14,business,Chapter 7 External Environment,2,1755025642
user_14,business,Chapter 10 Innovation,5,1755025979
user_14,business,Chapter 9 Strategic Management,1,1755025036
user_14,ict,Topic 4 Databases,3,1755025777
user_14,ict,Topic 3 Networks,2,1755025792
user_14,ict,Topic 10 Emerging Technologies,5,1755024987
user_14,ict,Topic 1 Hardware,3,1755025864
user_14,ict,Topic 5 Security,2,1755025118
user_14,ict,Topic 2 Software,5,1755025241
user_14,ict,Topic 6 Internet,2,1755025097
user_14,ict,Topic 7 Multimedia,1,1755025119
user_15,biology,Unit 6 Ecology,1,1755025114
user_15,biology,Unit 4 Photosynthesis,4,1755025523
user_15,biology,Unit 10 Homeostasis,1,1755025748
user_15,biology,Unit 1 Cells,1,1755025472
user_15,biology,Unit 2 Enzymes,4,1755025781
user_15,biology,Unit 3 Respiration,3,1755025510
user_15,chemistry,Unit 2 Periodic Table,4,1755025852
user_15,chemistry,Unit 8 Acids and Bases,4,1755025421
user_15,chemistry,Unit 4 Stoichiometry,1,1755025487
user_15,chemistry,Unit 5 Energetics,4,1755025060
user_15,chemistry,Unit 1 Atomic Structure,1,1755025314
user_15,chemistry,Unit 7 Equilibria,5,1755025136
user_15,chemistry,Unit 3 Bonding,1,1755025114
user_15,chemistry,Unit 10 Organic Chemistry,3,1755025624
user_15,chemistry,Unit 6 Kinetics,5,1755025546
user_15,chemistry,Unit 9 Redox,3,1755025375
user_15,business,Chapter 9 Strategic Management,4,1755025447
user_15,business,Chapter 5 Human Resources,2,1755025408
user_15,business,Chapter 8 Ethics,3,1755025832
user_15,business,Chapter 10 Innovation,4,1755025393
user_15,business,Chapter 7 External Environment,4,1755025732
user_15,business,Chapter 4 Operations,1,1755025305
user_15,business,Chapter 1 Business Activity,4,1755025305
user_15,business,Chapter 3 Finance,3,1755025368
user_15,business,Chapter 6 Business Growth,2,1755025688
user_15,business,Chapter 2 Marketing,4,1755025053
user_15,ict,Topic 2 Software,2,1755025554
user_15,ict,Topic 10 Emerging Technologies,1,1755025585
user_15,ict,Topic 7 Multimedia,5,1755025560
user_15,ict,Topic 1 Hardware,3,1755025671
user_15,ict,Topic 6 Internet,1,1755025405
user_15,ict,Topic 3 Networks,3,1755025879
user_16,biology,Unit 1 Cells,2,1755025852
user_16,biology,Unit 5 Genetics,1,1755025343
user_16,biology,Unit 9 Human Transport,5,1755025361
user_16,biology,Unit 3 Respiration,1,1755025765
user_16,biology,Unit 10 Homeostasis,3,1755025572
user_16,biology,Unit 8 Plant Transport,2,1755025811
user_16,biology,Unit 2 Enzymes,4,1755025850
user_16,biology,Unit 6 Ecology,5,1755025982
user_16,biology,Unit 4 Photosynthesis,5,1755025613
user_16,chemistry,Unit 1 Atomic Structure,2,1755025564
user_16,chemistry,Unit 5 Energetics,4,1755025056
user_16,chemistry,Unit 10 Organic Chemistry,2,1755025743
user_16,chemistry,Unit 2 Periodic Table,1,1755025078
user_16,chemistry,Unit 3 Bonding,5,1755025205
user_16,chemistry,Unit 6 Kinetics,4,1755025414
user_16,chemistry,Unit 9 Redox,4,1755025334
user_16,chemistry,Unit 7 Equilibria,2,1755025363
user_16,chemistry,Unit 8 Acids and Bases,3,1755025723
user_16,chemistry,Unit 4 Stoichiometry,3,1755025780
user_16,business,Chapter 10 Innovation,4,1755025662
user_16,business,Chapter 2 Marketing,4,1755025482
user_16,business,Chapter 1 Business Activity,5,1755025437
user_16,business,Chapter 9 Strategic Management,4,1755025264
user_16,business,Chapter 7 External Environment,2,1755025758
user_16,business,Chapter 5 Human Resources,5,1755025101
user_16,business,Chapter 8 Ethics,3,1755025425
user_16,business,Chapter 3 Finance,1,1755025275
user_16,business,Chapter 4 Operations,5,1755025483
user_16,business,Chapter 6 Business Growth,5,1755025668
user_16,ict,Topic 1 Hardware,2,1755025770
user_16,ict,Topic 4 Databases,2,1755025767
user_16,ict,Topic 7 Multimedia,3,1755025281
user_16,ict,Topic 5 Security,3,1755025107
user_16,ict,Topic 10 Emerging Technologies,1,1755025494
user_16,ict,Topic 6 Internet,4,1755025164
user_16,ict,Topic 2 Software,2,1755025374
user_16,ict,Topic 9 AI,5,1755025705
user_17,biology,Unit 9 Human Transport,1,1755025455
user_17,biology,Unit 10 Homeostasis,1,1755025867
user_17,biology,Unit 6 Ecology,3,1755025574
user_17,biology,Unit 1 Cells,4,1755025572
user_17,biology,Unit 4 Photosynthesis,4,1755025711
user_17,biology,Unit 7 Immunity,4,1755025281
user_17,biology,Unit 8 Plant Transport,1,1755025399
user_17,chemistry,Unit 6 Kinetics,1,1755025432
