"input_user,input_topic,topic_name,content_score,cf_score,hybrid_score"
"user_1,Chapter 20 Location Decisions,Chapter 25 Analysis of Accountants,0.024097485958656392,4.4,2.2120487429793285"
"user_1,Chapter 20 Location Decisions,Chapter 15 The Marketing Mix,0.02935304534528538,4.333333333333333,2.181343189339309"
"user_1,Chapter 20 Location Decisions,Chapter 14 The Marketing Mix,0.02935304534528538,4.25,2.1396765226726426"
"user_1,Chapter 20 Location Decisions,Chapter 23 Income Statements,0.024097485958656392,4.0,2.0120487429793283"
"user_1,Chapter 20 Location Decisions,Chapter 24 Balance Sheets,0.024097485958656392,3.6666666666666665,1.8453820763126614"
"user_1,Unit 17 Organic chemistry and petrochemicals,Unit 7 Chemical Changes,0.039289968813992895,4.0,2.0196449844069964"
"user_1,Unit 17 Organic chemistry and petrochemicals,Unit 3 Structure and Bonding,0.03548555557618554,4.0,2.0177427777880927"
"user_1,Unit 17 Organic chemistry and petrochemicals,""Unit 2 Atoms, Elements and Compounds"",0.029201679246186763,4.0,2.0146008396230934"
"user_1,Unit 17 Organic chemistry and petrochemicals,Unit 16 The Chemical Industry,0.031214246974358047,3.8333333333333335,1.9322737901538458"
"user_1,Unit 17 Organic chemistry and petrochemicals,Unit 14 Metal Extraction,0.029201679246186763,3.75,1.8896008396230934"
"user_1,Unit 7 Animal Nutrition,Unit 7 Animal Nutrition,1.0000000000000002,5.0,3.0"
"user_1,Unit 7 Animal Nutrition,Unit 8 Plant Transport,0.049595237483824786,5.0,2.5247976187419123"
"user_1,Unit 7 Animal Nutrition,Unit 12 Respiration,0.04393863400529219,4.25,2.1469693170026463"
"user_1,Unit 7 Animal Nutrition,Unit 20 Microorganisms and biotechnology,0.03612654209914584,4.25,2.1430632710495727"
"user_1,Unit 7 Animal Nutrition,Unit 13 Excretion,0.04393863400529219,3.8333333333333335,1.9386359836693128"
"user_1,Chapter 21 Business Finance - Needs and Sources,Chapter 25 Analysis of Accountants,0.020001986305495472,4.4,2.210000993152748"
"user_1,Chapter 21 Business Finance - Needs and Sources,Chapter 15 The Marketing Mix,0.024364334604377206,4.333333333333333,2.178848833968855"
"user_1,Chapter 21 Business Finance - Needs and Sources,Chapter 14 The Marketing Mix,0.024364334604377206,4.25,2.1371821673021887"
"user_1,Chapter 21 Business Finance - Needs and Sources,Chapter 23 Income Statements,0.020001986305495472,4.0,2.010000993152748"
"user_1,Chapter 21 Business Finance - Needs and Sources,Chapter 21 Business Finance - Needs and Sources,1.0000000000000002,3.0,2.0"
"user_1,Chapter 7 Organisation and management,Chapter 25 Analysis of Accountants,0.03093331334533265,4.4,2.2154666566726666"
"user_1,Chapter 7 Organisation and management,Chapter 15 The Marketing Mix,0.03767973766488699,4.333333333333333,2.18550653549911"
"user_1,Chapter 7 Organisation and management,Chapter 14 The Marketing Mix,0.03767973766488699,4.25,2.1438398688324436"
"user_1,Chapter 7 Organisation and management,Chapter 23 Income Statements,0.03093331334533265,4.0,2.0154666566726664"
"user_1,Chapter 7 Organisation and management,Chapter 7 Organisation and management,1.0000000000000002,3.0,2.0"
"user_1,Unit 2 Input and Output Devices,Unit 2 Input and Output Devices,1.0000000000000002,4.0,2.5"
"user_1,Unit 2 Input and Output Devices,Unit 8 Safety and Security,0.07034371079869647,4.0,2.0351718553993483"
"user_1,Unit 2 Input and Output Devices,Unit 1 Types and Components of Computer Systems,0.05277893438570131,3.6666666666666665,1.8597228005261839"
"user_1,Unit 2 Input and Output Devices,Unit 3 Storage Devices and Media,0.3018353244138621,2.8333333333333335,1.5675843288735978"
"user_1,Unit 2 Input and Output Devices,Unit 5 The effects of using ICT,0.06130273428366471,2.857142857142857,1.4592227957132609"
"user_1,""Unit 2 Atoms, Elements and Compounds"",""Unit 2 Atoms, Elements and Compounds"",1.0,4.0,2.5"
"user_1,""Unit 2 Atoms, Elements and Compounds"",Unit 7 Chemical Changes,0.04248841889182005,4.0,2.02124420944591"
"user_1,""Unit 2 Atoms, Elements and Compounds"",Unit 3 Structure and Bonding,0.03837430253680843,4.0,2.019187151268404"
"user_1,""Unit 2 Atoms, Elements and Compounds"",Unit 16 The Chemical Industry,0.03375528260452365,3.8333333333333335,1.9335443079689285"
"user_1,""Unit 2 Atoms, Elements and Compounds"",Unit 14 Metal Extraction,0.03157887923073818,3.75,1.890789439615369"
"user_1,Unit 11 Making and identifying salts,Unit 7 Chemical Changes,0.036942163091959135,4.0,2.0184710815459797"
"user_1,Unit 11 Making and identifying salts,Unit 3 Structure and Bonding,0.03336508582407812,4.0,2.016682542912039"
"user_1,Unit 11 Making and identifying salts,""Unit 2 Atoms, Elements and Compounds"",0.0274567079037108,4.0,2.0137283539518553"
"user_1,Unit 11 Making and identifying salts,Unit 16 The Chemical Industry,0.02934901292435613,3.8333333333333335,1.9313411731288448"
"user_1,Unit 11 Making and identifying salts,Unit 14 Metal Extraction,0.0274567079037108,3.75,1.8887283539518553"
"user_1,Unit 8 Plant Transport,Unit 8 Plant Transport,1.0000000000000002,5.0,3.0"
"user_1,Unit 8 Plant Transport,Unit 7 Animal Nutrition,0.049595237483824786,5.0,2.5247976187419123"
"user_1,Unit 8 Plant Transport,Unit 12 Respiration,0.046852380618961076,4.25,2.1484261903094803"
"user_1,Unit 8 Plant Transport,Unit 20 Microorganisms and biotechnology,0.03852223764335129,4.25,2.144261118821676"
"user_1,Unit 8 Plant Transport,Unit 13 Excretion,0.046852380618961076,3.8333333333333335,1.9400928569761473"
"user_1,Unit 20 Natural Polymers,Unit 7 Chemical Changes,0.04421761674761971,4.0,2.02210880837381"
"user_1,Unit 20 Natural Polymers,Unit 3 Structure and Bonding,0.03993606368008392,4.0,2.019968031840042"
"user_1,Unit 20 Natural Polymers,""Unit 2 Atoms, Elements and Compounds"",0.03286407956717296,4.0,2.0164320397835866"
"user_1,Unit 20 Natural Polymers,Unit 16 The Chemical Industry,0.03512905841977036,3.8333333333333335,1.934231195876552"
"user_1,Unit 20 Natural Polymers,Unit 14 Metal Extraction,0.03286407956717296,3.75,1.8914320397835864"
"user_1,Unit 17 Inheritance,Unit 8 Plant Transport,0.046852380618961076,5.0,2.5234261903094803"
"user_1,Unit 17 Inheritance,Unit 7 Animal Nutrition,0.04393863400529219,5.0,2.5219693170026463"
"user_1,Unit 17 Inheritance,Unit 12 Respiration,0.04150861471254345,4.25,2.1457543073562717"
"user_1,Unit 17 Inheritance,Unit 20 Microorganisms and biotechnology,0.034128569329426824,4.25,2.1420642846647135"
"user_1,Unit 17 Inheritance,Unit 17 Inheritance,1.0000000000000002,3.1666666666666665,2.0833333333333335"
"user_1,Unit 2 Cells,Unit 8 Plant Transport,0.07288695394400571,5.0,2.536443476972003"
"user_1,Unit 2 Cells,Unit 7 Animal Nutrition,0.06835411884727555,5.0,2.5341770594236377"
"user_1,Unit 2 Cells,Unit 12 Respiration,0.06457380497776122,4.25,2.1572869024888806"
"user_1,Unit 2 Cells,Unit 20 Microorganisms and biotechnology,0.05309287229434913,4.25,2.1515464361471746"
"user_1,Unit 2 Cells,Unit 2 Cells,1.0000000000000002,3.25,2.125"
"user_1,""Chapter 10 Marketing, Competition and the Customer"",Chapter 15 The Marketing Mix,0.18857180532137774,4.333333333333333,2.2609525693273556"
"user_1,""Chapter 10 Marketing, Competition and the Customer"",Chapter 14 The Marketing Mix,0.18857180532137774,4.25,2.219285902660689"
"user_1,""Chapter 10 Marketing, Competition and the Customer"",Chapter 25 Analysis of Accountants,0.022556642536330558,4.4,2.2112783212681655"
"user_1,""Chapter 10 Marketing, Competition and the Customer"",Chapter 23 Income Statements,0.022556642536330558,4.0,2.0112783212681653"
"user_1,""Chapter 10 Marketing, Competition and the Customer"",Chapter 24 Balance Sheets,0.022556642536330558,3.6666666666666665,1.8446116546014986"
"user_1,Unit 15 Drugs,Unit 8 Plant Transport,0.046852380618961076,5.0,2.5234261903094803"
"user_1,Unit 15 Drugs,Unit 7 Animal Nutrition,0.04393863400529219,5.0,2.5219693170026463"
"user_1,Unit 15 Drugs,Unit 15 Drugs,1.0000000000000002,3.3333333333333335,2.166666666666667"
"user_1,Unit 15 Drugs,Unit 12 Respiration,0.04150861471254345,4.25,2.1457543073562717"
"user_1,Unit 15 Drugs,Unit 20 Microorganisms and biotechnology,0.034128569329426824,4.25,2.1420642846647135"
"user_1,Unit 13 Excretion,Unit 8 Plant Transport,0.046852380618961076,5.0,2.5234261903094803"
"user_1,Unit 13 Excretion,Unit 7 Animal Nutrition,0.04393863400529219,5.0,2.5219693170026463"
"user_1,Unit 13 Excretion,Unit 13 Excretion,1.0000000000000002,3.8333333333333335,2.416666666666667"
"user_1,Unit 13 Excretion,Unit 12 Respiration,0.04150861471254345,4.25,2.1457543073562717"
"user_1,Unit 13 Excretion,Unit 20 Microorganisms and biotechnology,0.034128569329426824,4.25,2.1420642846647135"
"user_1,Chapter 24 Balance Sheets,Chapter 24 Balance Sheets,1.0,3.6666666666666665,2.333333333333333"
"user_1,Chapter 24 Balance Sheets,Chapter 25 Analysis of Accountants,0.024097485958656392,4.4,2.2120487429793285"
"user_1,Chapter 24 Balance Sheets,Chapter 15 The Marketing Mix,0.02935304534528538,4.333333333333333,2.181343189339309"
"user_1,Chapter 24 Balance Sheets,Chapter 14 The Marketing Mix,0.02935304534528538,4.25,2.1396765226726426"
"user_1,Chapter 24 Balance Sheets,Chapter 23 Income Statements,0.024097485958656392,4.0,2.0120487429793283"
"user_1,Unit 9 Chemical Reactions,Unit 7 Chemical Changes,0.4156262309041928,4.0,2.2078131154520966"
"user_1,Unit 9 Chemical Reactions,Unit 16 The Chemical Industry,0.33019776324802314,3.8333333333333335,2.0817655482906785"
"user_1,Unit 9 Chemical Reactions,Unit 3 Structure and Bonding,0.05163145369891064,4.0,2.0258157268494554"
"user_1,Unit 9 Chemical Reactions,""Unit 2 Atoms, Elements and Compounds"",0.04248841889182005,4.0,2.02124420944591"
"user_1,Unit 9 Chemical Reactions,Unit 14 Metal Extraction,0.04248841889182005,3.75,1.89624420944591"
"user_1,Unit 9 Transport in humans,Unit 8 Plant Transport,0.5264420480527463,5.0,2.763221024026373"
"user_1,Unit 9 Transport in humans,Unit 7 Animal Nutrition,0.049595237483824786,5.0,2.5247976187419123"
"user_1,Unit 9 Transport in humans,Unit 12 Respiration,0.046852380618961076,4.25,2.1484261903094803"
"user_1,Unit 9 Transport in humans,Unit 20 Microorganisms and biotechnology,0.03852223764335129,4.25,2.144261118821676"
"user_1,Unit 9 Transport in humans,Unit 13 Excretion,0.046852380618961076,3.8333333333333335,1.9400928569761473"
"user_1,""Chapter 8 Recruitment, Selection and Training"",Chapter 25 Analysis of Accountants,0.024097485958656392,4.4,2.2120487429793285"
"user_1,""Chapter 8 Recruitment, Selection and Training"",Chapter 15 The Marketing Mix,0.02935304534528538,4.333333333333333,2.181343189339309"
"user_1,""Chapter 8 Recruitment, Selection and Training"",Chapter 14 The Marketing Mix,0.02935304534528538,4.25,2.1396765226726426"
"user_1,""Chapter 8 Recruitment, Selection and Training"",Chapter 23 Income Statements,0.024097485958656392,4.0,2.0120487429793283"
"user_1,""Chapter 8 Recruitment, Selection and Training"",Chapter 24 Balance Sheets,0.024097485958656392,3.6666666666666665,1.8453820763126614"
"user_1,Unit 1 Particles and Purification,Unit 7 Chemical Changes,0.05163145369891064,4.0,2.0258157268494554"
"user_1,Unit 1 Particles and Purification,Unit 3 Structure and Bonding,0.04663202529851402,4.0,2.023316012649257"
"user_1,Unit 1 Particles and Purification,""Unit 2 Atoms, Elements and Compounds"",0.03837430253680843,4.0,2.019187151268404"
"user_1,Unit 1 Particles and Purification,Unit 1 Particles and Purification,1.0,3.0,2.0"
"user_1,Unit 1 Particles and Purification,Unit 16 The Chemical Industry,0.04101904369109485,3.8333333333333335,1.937176188512214"
"user_1,Chapter 14 The Marketing Mix,Chapter 14 The Marketing Mix,1.0,4.25,2.625"
"user_1,Chapter 14 The Marketing Mix,Chapter 15 The Marketing Mix,0.5173325174313808,4.333333333333333,2.425332925382357"
"user_1,Chapter 14 The Marketing Mix,Chapter 25 Analysis of Accountants,0.02935304534528538,4.4,2.214676522672643"
"user_1,Chapter 14 The Marketing Mix,Chapter 23 Income Statements,0.02935304534528538,4.0,2.0146765226726426"
"user_1,Chapter 14 The Marketing Mix,Chapter 24 Balance Sheets,0.02935304534528538,3.6666666666666665,1.848009856005976"
"user_1,Unit 10 Diseases and Immunity,Unit 8 Plant Transport,0.03852223764335129,5.0,2.519261118821676"
"user_1,Unit 10 Diseases and Immunity,Unit 7 Animal Nutrition,0.03612654209914584,5.0,2.5180632710495727"
"user_1,Unit 10 Diseases and Immunity,Unit 12 Respiration,0.034128569329426824,4.25,2.1420642846647135"
"user_1,Unit 10 Diseases and Immunity,Unit 20 Microorganisms and biotechnology,0.028060662889853455,4.25,2.1390303314449266"
"user_1,Unit 10 Diseases and Immunity,Unit 13 Excretion,0.034128569329426824,3.8333333333333335,1.93373095133138"
"user_1,Unit 14 Metal Extraction,Unit 14 Metal Extraction,1.0,3.75,2.375"
"user_1,Unit 14 Metal Extraction,Unit 7 Chemical Changes,0.04248841889182005,4.0,2.02124420944591"
"user_1,Unit 14 Metal Extraction,Unit 3 Structure and Bonding,0.03837430253680843,4.0,2.019187151268404"
"user_1,Unit 14 Metal Extraction,""Unit 2 Atoms, Elements and Compounds"",0.03157887923073818,4.0,2.0157894396153693"
"user_1,Unit 14 Metal Extraction,Unit 16 The Chemical Industry,0.03375528260452365,3.8333333333333335,1.9335443079689285"
"user_1,""Chapter 3 Enterprise, Business Growth and Size"",""Chapter 3 Enterprise, Business Growth and Size"",1.0,3.5,2.25"
"user_1,""Chapter 3 Enterprise, Business Growth and Size"",Chapter 25 Analysis of Accountants,0.022707896614014136,4.4,2.211353948307007"
"user_1,""Chapter 3 Enterprise, Business Growth and Size"",Chapter 15 The Marketing Mix,0.027660392463794342,4.333333333333333,2.1804968628985635"
"user_1,""Chapter 3 Enterprise, Business Growth and Size"",Chapter 14 The Marketing Mix,0.027660392463794342,4.25,2.138830196231897"
"user_1,""Chapter 3 Enterprise, Business Growth and Size"",Chapter 23 Income Statements,0.022707896614014136,4.0,2.011353948307007"
"user_1,Unit 5 The effects of using ICT,Unit 8 Safety and Security,0.07034371079869647,4.0,2.0351718553993483"
"user_1,Unit 5 The effects of using ICT,Unit 2 Input and Output Devices,0.06130273428366471,4.0,2.0306513671418323"
"user_1,Unit 5 The effects of using ICT,Unit 5 The effects of using ICT,1.0000000000000002,2.857142857142857,1.9285714285714288"
"user_1,Unit 5 The effects of using ICT,Unit 1 Types and Components of Computer Systems,0.05277893438570131,3.6666666666666665,1.8597228005261839"
"user_1,Unit 5 The effects of using ICT,Unit 3 Storage Devices and Media,0.06130273428366471,2.8333333333333335,1.447318033808499"
"user_1,Unit 21 Human Influences on Ecosystems,Unit 8 Plant Transport,0.03347887300407642,5.0,2.5167394365020384"
"user_1,Unit 21 Human Influences on Ecosystems,Unit 7 Animal Nutrition,0.031396823990635245,5.0,2.5156984119953174"
"user_1,Unit 21 Human Influences on Ecosystems,Unit 12 Respiration,0.029660427542373087,4.25,2.1398302137711864"
"user_1,Unit 21 Human Influences on Ecosystems,Unit 20 Microorganisms and biotechnology,0.02438693665713745,4.25,2.1371934683285687"
"user_1,Unit 21 Human Influences on Ecosystems,Unit 13 Excretion,0.029660427542373087,3.8333333333333335,1.9314968804378534"
"user_1,Unit 5 Enzymes,Unit 8 Plant Transport,0.06492548870510376,5.0,2.532462744352552"
"user_1,Unit 5 Enzymes,Unit 7 Animal Nutrition,0.06088777663250239,5.0,2.530443888316251"
"user_1,Unit 5 Enzymes,Unit 12 Respiration,0.05752038765332439,4.25,2.1537601938266624"
"user_1,Unit 5 Enzymes,Unit 20 Microorganisms and biotechnology,0.047293520910703,4.25,2.1486467604553514"
"user_1,Unit 5 Enzymes,Unit 13 Excretion,0.05752038765332439,3.8333333333333335,1.945426860493329"
"user_1,""Chapter 18 Costs, Scale of Production and Break-even"",Chapter 25 Analysis of Accountants,0.019421839071919404,4.4,2.2097109195359597"
"user_1,""Chapter 18 Costs, Scale of Production and Break-even"",Chapter 15 The Marketing Mix,0.023657659722054764,4.333333333333333,2.178495496527694"
"user_1,""Chapter 18 Costs, Scale of Production and Break-even"",Chapter 14 The Marketing Mix,0.023657659722054764,4.25,2.1368288298610274"
"user_1,""Chapter 18 Costs, Scale of Production and Break-even"",Chapter 23 Income Statements,0.019421839071919404,4.0,2.0097109195359595"
"user_1,""Chapter 18 Costs, Scale of Production and Break-even"",""Chapter 18 Costs, Scale of Production and Break-even"",1.0,3.0,2.0"
"user_1,Chapter 27 Environmental and Ethical Issues,Chapter 25 Analysis of Accountants,0.02093218187610949,4.4,2.210466090938055"
"user_1,Chapter 27 Environmental and Ethical Issues,Chapter 15 The Marketing Mix,0.02549740187998687,4.333333333333333,2.17941536760666"
"user_1,Chapter 27 Environmental and Ethical Issues,Chapter 14 The Marketing Mix,0.02549740187998687,4.25,2.1377487009399934"
"user_1,Chapter 27 Environmental and Ethical Issues,Chapter 23 Income Statements,0.02093218187610949,4.0,2.010466090938055"
"user_1,Chapter 27 Environmental and Ethical Issues,Chapter 24 Balance Sheets,0.02093218187610949,3.6666666666666665,1.843799424271388"
"user_1,Chapter 6 Motivating Workers,Chapter 25 Analysis of Accountants,0.02933706415100886,4.4,2.2146685320755046"
"user_1,Chapter 6 Motivating Workers,Chapter 15 The Marketing Mix,0.035735353297831056,4.333333333333333,2.184534343315582"
"user_1,Chapter 6 Motivating Workers,Chapter 14 The Marketing Mix,0.035735353297831056,4.25,2.1428676766489154"
"user_1,Chapter 6 Motivating Workers,Chapter 23 Income Statements,0.02933706415100886,4.0,2.0146685320755044"
"user_1,Chapter 6 Motivating Workers,Chapter 24 Balance Sheets,0.02933706415100886,3.6666666666666665,1.8480018654088377"
"user_1,Chapter 11 Market Research,Chapter 25 Analysis of Accountants,0.024097485958656392,4.4,2.2120487429793285"
"user_1,Chapter 11 Market Research,Chapter 15 The Marketing Mix,0.02935304534528538,4.333333333333333,2.181343189339309"
"user_1,Chapter 11 Market Research,Chapter 14 The Marketing Mix,0.02935304534528538,4.25,2.1396765226726426"
"user_1,Chapter 11 Market Research,Chapter 11 Market Research,1.0,3.2,2.1"
"user_1,Chapter 11 Market Research,Chapter 23 Income Statements,0.024097485958656392,4.0,2.0120487429793283"
"user_1,Chapter 1 Business Activity,Chapter 25 Analysis of Accountants,0.03494477161068238,4.4,2.2174723858053413"
"user_1,Chapter 1 Business Activity,Chapter 15 The Marketing Mix,0.0425660779480829,4.333333333333333,2.187949705640708"
"user_1,Chapter 1 Business Activity,Chapter 14 The Marketing Mix,0.0425660779480829,4.25,2.1462830389740413"
"user_1,Chapter 1 Business Activity,Chapter 23 Income Statements,0.03494477161068238,4.0,2.017472385805341"
"user_1,Chapter 1 Business Activity,Chapter 28 Business and the International Economy,0.20529269247678156,3.6666666666666665,1.9359796795717241"
"user_1,Unit 12 The Periodic Table,Unit 7 Chemical Changes,0.04248841889182005,4.0,2.02124420944591"
"user_1,Unit 12 The Periodic Table,Unit 3 Structure and Bonding,0.03837430253680843,4.0,2.019187151268404"
"user_1,Unit 12 The Periodic Table,""Unit 2 Atoms, Elements and Compounds"",0.03157887923073818,4.0,2.0157894396153693"
"user_1,Unit 12 The Periodic Table,Unit 16 The Chemical Industry,0.03375528260452365,3.8333333333333335,1.9335443079689285"
"user_1,Unit 12 The Periodic Table,Unit 14 Metal Extraction,0.03157887923073818,3.75,1.890789439615369"
"user_1,Chapter 15 The Marketing Mix,Chapter 15 The Marketing Mix,1.0,4.333333333333333,2.6666666666666665"
"user_1,Chapter 15 The Marketing Mix,Chapter 14 The Marketing Mix,0.5173325174313808,4.25,2.3836662587156905"
"user_1,Chapter 15 The Marketing Mix,Chapter 25 Analysis of Accountants,0.02935304534528538,4.4,2.214676522672643"
"user_1,Chapter 15 The Marketing Mix,Chapter 23 Income Statements,0.02935304534528538,4.0,2.0146765226726426"
"user_1,Chapter 15 The Marketing Mix,Chapter 24 Balance Sheets,0.02935304534528538,3.6666666666666665,1.848009856005976"
"user_1,Unit 18 The Variety of Organic Chemicals,Unit 18 The Variety of Organic Chemicals,1.0,3.2857142857142856,2.142857142857143"
"user_1,Unit 18 The Variety of Organic Chemicals,Unit 7 Chemical Changes,0.038061864949580804,4.0,2.0190309324747906"
"user_1,Unit 18 The Variety of Organic Chemicals,Unit 3 Structure and Bonding,0.03437636793238158,4.0,2.0171881839661907"
"user_1,Unit 18 The Variety of Organic Chemicals,""Unit 2 Atoms, Elements and Compounds"",0.028288909493190878,4.0,2.0141444547465954"
"user_1,Unit 18 The Variety of Organic Chemicals,Unit 16 The Chemical Industry,0.03023856950524613,3.8333333333333335,1.9317859514192899"
"user_1,Unit 12 Respiration,Unit 12 Respiration,1.0000000000000002,4.25,2.625"
"user_1,Unit 12 Respiration,Unit 8 Plant Transport,0.046852380618961076,5.0,2.5234261903094803"
"user_1,Unit 12 Respiration,Unit 7 Animal Nutrition,0.04393863400529219,5.0,2.5219693170026463"
"user_1,Unit 12 Respiration,Unit 20 Microorganisms and biotechnology,0.034128569329426824,4.25,2.1420642846647135"
"user_1,Unit 12 Respiration,Unit 13 Excretion,0.04150861471254345,3.8333333333333335,1.9374209740229384"
"user_1,Chapter 2 Classification of Business,Chapter 25 Analysis of Accountants,0.03494477161068238,4.4,2.2174723858053413"
"user_1,Chapter 2 Classification of Business,Chapter 15 The Marketing Mix,0.0425660779480829,4.333333333333333,2.187949705640708"
"user_1,Chapter 2 Classification of Business,Chapter 14 The Marketing Mix,0.0425660779480829,4.25,2.1462830389740413"
"user_1,Chapter 2 Classification of Business,Chapter 23 Income Statements,0.03494477161068238,4.0,2.017472385805341"
"user_1,Chapter 2 Classification of Business,Chapter 28 Business and the International Economy,0.20529269247678156,3.6666666666666665,1.9359796795717241"
"user_1,Chapter 26 Government economic objectives and policies,Chapter 26 Government economic objectives and policies,1.0000000000000004,3.5,2.25"
"user_1,Chapter 26 Government economic objectives and policies,Chapter 25 Analysis of Accountants,0.01915417538366161,4.4,2.209577087691831"
"user_1,Chapter 26 Government economic objectives and policies,Chapter 15 The Marketing Mix,0.023331619719699454,4.333333333333333,2.178332476526516"
"user_1,Chapter 26 Government economic objectives and policies,Chapter 14 The Marketing Mix,0.023331619719699454,4.25,2.1366658098598497"
"user_1,Chapter 26 Government economic objectives and policies,Chapter 23 Income Statements,0.01915417538366161,4.0,2.009577087691831"
"user_1,Unit 7 Systems Analysis and Design,Unit 8 Safety and Security,0.07034371079869647,4.0,2.0351718553993483"
"user_1,Unit 7 Systems Analysis and Design,Unit 2 Input and Output Devices,0.06130273428366471,4.0,2.0306513671418323"
"user_1,Unit 7 Systems Analysis and Design,Unit 1 Types and Components of Computer Systems,0.2598668227229645,3.6666666666666665,1.9632667446948155"
"user_1,Unit 7 Systems Analysis and Design,Unit 7 Systems Analysis and Design,1.0000000000000002,2.4,1.7000000000000002"
"user_1,Unit 7 Systems Analysis and Design,Unit 5 The effects of using ICT,0.06130273428366471,2.857142857142857,1.4592227957132609"
"user_1,Unit 6 Plant Nutrition,Unit 8 Plant Transport,0.5264420480527463,5.0,2.763221024026373"
"user_1,Unit 6 Plant Nutrition,Unit 7 Animal Nutrition,0.49370265008529646,5.0,2.7468513250426483"
"user_1,Unit 6 Plant Nutrition,Unit 12 Respiration,0.046852380618961076,4.25,2.1484261903094803"
"user_1,Unit 6 Plant Nutrition,Unit 20 Microorganisms and biotechnology,0.03852223764335129,4.25,2.144261118821676"
"user_1,Unit 6 Plant Nutrition,Unit 6 Plant Nutrition,1.0000000000000002,3.0,2.0"
"user_1,Chapter 9 Internal and External Communication,Chapter 25 Analysis of Accountants,0.024097485958656392,4.4,2.2120487429793285"
"user_1,Chapter 9 Internal and External Communication,Chapter 15 The Marketing Mix,0.02935304534528538,4.333333333333333,2.181343189339309"
"user_1,Chapter 9 Internal and External Communication,Chapter 14 The Marketing Mix,0.02935304534528538,4.25,2.1396765226726426"
"user_1,Chapter 9 Internal and External Communication,Chapter 23 Income Statements,0.024097485958656392,4.0,2.0120487429793283"
"user_1,Chapter 9 Internal and External Communication,Chapter 24 Balance Sheets,0.024097485958656392,3.6666666666666665,1.8453820763126614"
"user_1,Unit 15 Air and Water,Unit 7 Chemical Changes,0.04248841889182005,4.0,2.02124420944591"
"user_1,Unit 15 Air and Water,Unit 3 Structure and Bonding,0.03837430253680843,4.0,2.019187151268404"
"user_1,Unit 15 Air and Water,""Unit 2 Atoms, Elements and Compounds"",0.03157887923073818,4.0,2.0157894396153693"
"user_1,Unit 15 Air and Water,Unit 16 The Chemical Industry,0.03375528260452365,3.8333333333333335,1.9335443079689285"
"user_1,Unit 15 Air and Water,Unit 14 Metal Extraction,0.03157887923073818,3.75,1.890789439615369"
